date,excess_deaths,country,lat,long,daylength,gdaylength
2020-01,-5.7,European Union - 27 countries (from 2020),53,9,9.4928292193261,-0.0349915862646878
2020-02,-2.5,European Union - 27 countries (from 2020),53,9,10.9471580277737,-0.0600861396928764
2020-03,13.6,European Union - 27 countries (from 2020),53,9,12.9350166034641,-0.0710936083324151
2020-04,25.2,European Union - 27 countries (from 2020),53,9,15.1694530173822,-0.0740954045650813
2020-05,3.1,European Union - 27 countries (from 2020),53,9,17.3005716963441,-0.0608620440200268
2020-06,1.8,European Union - 27 countries (from 2020),53,9,18.5295367962173,-0.0111330865514354
2020-07,2.8,European Union - 27 countries (from 2020),53,9,17.9117389633698,0.0490339335874475
2020-08,7.6,European Union - 27 countries (from 2020),53,9,15.9442155787062,0.0725790397979615
2020-09,8,European Union - 27 countries (from 2020),53,9,13.6948629298486,0.0729347270269016
2020-10,17.3,European Union - 27 countries (from 2020),53,9,11.5761378473834,0.0644170212988796
2020-11,40,European Union - 27 countries (from 2020),53,9,9.86854932318989,0.0440410476951676
2020-12,29.7,European Union - 27 countries (from 2020),53,9,9.05047648934369,0.00606879848499864
2021-01,17.3,European Union - 27 countries (from 2020),53,9,9.4928292193261,-0.0349915862646878
2021-02,6,European Union - 27 countries (from 2020),53,9,10.9159456180104,-0.0598475590511624
2021-03,10.7,European Union - 27 countries (from 2020),53,9,12.8641539525126,-0.0708626509515129
2021-04,20.9,European Union - 27 countries (from 2020),53,9,15.0952959227286,-0.0741570946536433
2021-05,10.7,European Union - 27 countries (from 2020),53,9,17.2387867429079,-0.0617849534362015
2021-06,6.8,European Union - 27 countries (from 2020),53,9,18.5162234121728,-0.0133133840444935
2021-07,5.7,European Union - 27 countries (from 2020),53,9,17.9593314109467,0.047592447576834
2021-08,9.1,European Union - 27 countries (from 2020),53,9,16.0165331127959,0.0723175340896929
2021-09,12.8,European Union - 27 countries (from 2020),53,9,13.7679479926228,0.0730850627741262
2021-10,18.3,European Union - 27 countries (from 2020),53,9,11.6409755021419,0.0648376547585635
2021-11,26.6,European Union - 27 countries (from 2020),53,9,9.91354113089322,0.0449918077033267
2021-12,23.7,European Union - 27 countries (from 2020),53,9,9.05842801672255,0.00746141219308827
2022-01,8.1,European Union - 27 countries (from 2020),53,9,9.4928292193261,-0.0349915862646878
2022-02,8.3,European Union - 27 countries (from 2020),53,9,10.9159456180104,-0.0598475590511624
2022-03,6.7,European Union - 27 countries (from 2020),53,9,12.8641539525126,-0.0708626509515129
2022-04,12,European Union - 27 countries (from 2020),53,9,15.0952959227286,-0.0741570946536433
2022-05,8,European Union - 27 countries (from 2020),53,9,17.2387867429079,-0.0617849534362015
2022-06,8.5,European Union - 27 countries (from 2020),53,9,18.5162234121728,-0.0133133840444935
2022-07,17.1,European Union - 27 countries (from 2020),53,9,17.9593314109467,0.047592447576834
2022-08,13.9,European Union - 27 countries (from 2020),53,9,16.0165331127959,0.0723175340896929
2022-09,10.3,European Union - 27 countries (from 2020),53,9,13.7679479926228,0.0730850627741262
2022-10,11.7,European Union - 27 countries (from 2020),53,9,11.6409755021419,0.0648376547585635
2022-11,8.8,European Union - 27 countries (from 2020),53,9,9.91354113089322,0.0449918077033267
2022-12,20.4,European Union - 27 countries (from 2020),53,9,9.05842801672255,0.00746141219308827
2023-01,4.1,European Union - 27 countries (from 2020),53,9,9.4928292193261,-0.0349915862646878
2023-02,-1.1,European Union - 27 countries (from 2020),53,9,10.9159456180104,-0.0598475590511624
2023-03,1.3,European Union - 27 countries (from 2020),53,9,12.8641539525126,-0.0708626509515129
2023-04,4.2,European Union - 27 countries (from 2020),53,9,15.0952959227286,-0.0741570946536433
2023-05,3.5,European Union - 27 countries (from 2020),53,9,17.2387867429079,-0.0617849534362015
2023-06,2.9,European Union - 27 countries (from 2020),53,9,18.5162234121728,-0.0133133840444935
2023-07,2.3,European Union - 27 countries (from 2020),53,9,17.9593314109467,0.047592447576834
2023-08,3.7,European Union - 27 countries (from 2020),53,9,16.0165331127959,0.0723175340896929
2023-09,3.2,European Union - 27 countries (from 2020),53,9,13.7679479926228,0.0730850627741262
2020-01,-4.1,Belgium,50.6402809,4.6667145,9.74871431497307,-0.0317766525109274
2020-02,-4.9,Belgium,50.6402809,4.6667145,11.0753016100007,-0.0550185131334159
2020-03,11.8,Belgium,50.6402809,4.6667145,12.8988136340491,-0.0652208533586169
2020-04,73.1,Belgium,50.6402809,4.6667145,14.9400269324854,-0.0671807279668483
2020-05,8.1,Belgium,50.6402809,4.6667145,16.8465095904735,-0.0534372796591929
2020-06,-1.1,Belgium,50.6402809,4.6667145,17.9100727340995,-0.00946627812678003
2020-07,-7.1,Belgium,50.6402809,4.6667145,17.379697240615,0.0424834636682089
2020-08,17.8,Belgium,50.6402809,4.6667145,15.6397323474592,0.0652932160105775
2020-09,1.7,Belgium,50.6402809,4.6667145,13.5953610904318,0.0667880158399261
2020-10,22.5,Belgium,50.6402809,4.6667145,11.6517854297245,0.059077718458004
2020-11,58.8,Belgium,50.6402809,4.6667145,10.0903081183254,0.0400907801303378
2020-12,18.9,Belgium,50.6402809,4.6667145,9.3477831536853,0.00548995977141531
2021-01,1.5,Belgium,50.6402809,4.6667145,9.74871431497307,-0.0317766525109274
2021-02,-9.2,Belgium,50.6402809,4.6667145,11.0466946468261,-0.0547945026679617
2021-03,-10.5,Belgium,50.6402809,4.6667145,12.8337971821169,-0.0650164519321911
2021-04,6.6,Belgium,50.6402809,4.6667145,14.8727441229493,-0.0672828095361017
2021-05,4.9,Belgium,50.6402809,4.6667145,16.7921900036202,-0.0543195868533181
2021-06,0.9,Belgium,50.6402809,4.6667145,17.898748295106,-0.0113244389935417
2021-07,-1.8,Belgium,50.6402809,4.6667145,17.4208797237891,0.0411824831741344
2021-08,-0.8,Belgium,50.6402809,4.6667145,15.7047290499069,0.0649967024477202
2021-09,3,Belgium,50.6402809,4.6667145,13.6622679536443,0.0669068632124603
2021-10,11.2,Belgium,50.6402809,4.6667145,11.7112566781533,0.05947124842881
2021-11,16.7,Belgium,50.6402809,4.6667145,10.1312766081303,0.0409684898049228
2021-12,13.1,Belgium,50.6402809,4.6667145,9.35497610690666,0.00675012428298211
2022-01,-0.8,Belgium,50.6402809,4.6667145,9.74871431497307,-0.0317766525109274
2022-02,-0.1,Belgium,50.6402809,4.6667145,11.0466946468261,-0.0547945026679617
2022-03,0.4,Belgium,50.6402809,4.6667145,12.8337971821169,-0.0650164519321911
2022-04,16.3,Belgium,50.6402809,4.6667145,14.8727441229493,-0.0672828095361017
2022-05,4.2,Belgium,50.6402809,4.6667145,16.7921900036202,-0.0543195868533181
2022-06,6.8,Belgium,50.6402809,4.6667145,17.898748295106,-0.0113244389935417
2022-07,5.3,Belgium,50.6402809,4.6667145,17.4208797237891,0.0411824831741344
2022-08,10.3,Belgium,50.6402809,4.6667145,15.7047290499069,0.0649967024477202
2022-09,6.3,Belgium,50.6402809,4.6667145,13.6622679536443,0.0669068632124603
2022-10,10.2,Belgium,50.6402809,4.6667145,11.7112566781533,0.05947124842881
2022-11,1.8,Belgium,50.6402809,4.6667145,10.1312766081303,0.0409684898049228
2022-12,19.4,Belgium,50.6402809,4.6667145,9.35497610690666,0.00675012428298211
2023-01,5.6,Belgium,50.6402809,4.6667145,9.74871431497307,-0.0317766525109274
2023-02,-4.7,Belgium,50.6402809,4.6667145,11.0466946468261,-0.0547945026679617
2023-03,-2.1,Belgium,50.6402809,4.6667145,12.8337971821169,-0.0650164519321911
2023-04,-0.1,Belgium,50.6402809,4.6667145,14.8727441229493,-0.0672828095361017
2023-05,0,Belgium,50.6402809,4.6667145,16.7921900036202,-0.0543195868533181
2023-06,6.9,Belgium,50.6402809,4.6667145,17.898748295106,-0.0113244389935417
2023-07,-3.7,Belgium,50.6402809,4.6667145,17.4208797237891,0.0411824831741344
2023-08,-0.2,Belgium,50.6402809,4.6667145,15.7047290499069,0.0649967024477202
2023-09,4.1,Belgium,50.6402809,4.6667145,13.6622679536443,0.0669068632124603
2020-01,-11.8,Bulgaria,46.7889169,23.6184909,10.1157241659452,-0.0273211401208286
2020-02,-0.2,Bulgaria,46.7889169,23.6184909,11.2627965877897,-0.0478096594238798
2020-03,-7,Bulgaria,46.7889169,23.6184909,12.8513923496487,-0.0568372039714254
2020-04,-4.2,Bulgaria,46.7889169,23.6184909,14.6213244362522,-0.0577326378278355
2020-05,-3,Bulgaria,46.7889169,23.6184909,16.2352063053607,-0.0443230143342576
2020-06,-0.4,Bulgaria,46.7889169,23.6184909,17.1046349119667,-0.00760409971838756
2020-07,5.5,Bulgaria,46.7889169,23.6184909,16.674566634352,0.0347624318599625
2020-08,5.9,Bulgaria,46.7889169,23.6184909,15.2198952052831,0.0556064801680793
2020-09,4.9,Bulgaria,46.7889169,23.6184909,13.4578637202483,0.0580780006475646
2020-10,12.6,Bulgaria,46.7889169,23.6184909,11.7643915334936,0.0514470685005787
2020-11,94,Bulgaria,46.7889169,23.6184909,10.4098502496707,0.0345742510349167
2020-12,74.3,Bulgaria,46.7889169,23.6184909,9.77184558381284,0.00469746813043376
2021-01,0.1,Bulgaria,46.7889169,23.6184909,10.1157241659452,-0.0273211401208286
2021-02,5.7,Bulgaria,46.7889169,23.6184909,11.2379068551665,-0.0476084799661972
2021-03,53.4,Bulgaria,46.7889169,23.6184909,12.7947259050913,-0.0566664445573871
2021-04,76.9,Bulgaria,46.7889169,23.6184909,14.5634574344842,-0.05786700176799
2021-05,26.5,Bulgaria,46.7889169,23.6184909,16.1900891096333,-0.0451171957274247
2021-06,8.8,Bulgaria,46.7889169,23.6184909,17.0955348501645,-0.00910006180217112
2021-07,7.9,Bulgaria,46.7889169,23.6184909,16.7082219274639,0.0336552931119122
2021-08,19.7,Bulgaria,46.7889169,23.6184909,15.2751900016446,0.0552947963614906
2021-09,51.4,Bulgaria,46.7889169,23.6184909,13.516025472863,0.0581617526147069
2021-10,74,Bulgaria,46.7889169,23.6184909,11.8161906554552,0.0517991219616061
2021-11,88.5,Bulgaria,46.7889169,23.6184909,10.445194864214,0.0353446145433889
2021-12,43.2,Bulgaria,46.7889169,23.6184909,9.77800005047232,0.00577612596659965
2022-01,27.7,Bulgaria,46.7889169,23.6184909,10.1157241659452,-0.0273211401208286
2022-02,47,Bulgaria,46.7889169,23.6184909,11.2379068551665,-0.0476084799661972
2022-03,18.9,Bulgaria,46.7889169,23.6184909,12.7947259050913,-0.0566664445573871
2022-04,7,Bulgaria,46.7889169,23.6184909,14.5634574344842,-0.05786700176799
2022-05,-0.6,Bulgaria,46.7889169,23.6184909,16.1900891096333,-0.0451171957274247
2022-06,-6.2,Bulgaria,46.7889169,23.6184909,17.0955348501645,-0.00910006180217112
2022-07,3.2,Bulgaria,46.7889169,23.6184909,16.7082219274639,0.0336552931119122
2022-08,9.3,Bulgaria,46.7889169,23.6184909,15.2751900016446,0.0552947963614906
2022-09,5.3,Bulgaria,46.7889169,23.6184909,13.516025472863,0.0581617526147069
2022-10,1.1,Bulgaria,46.7889169,23.6184909,11.8161906554552,0.0517991219616061
2022-11,-0.8,Bulgaria,46.7889169,23.6184909,10.445194864214,0.0353446145433889
2022-12,-4.9,Bulgaria,46.7889169,23.6184909,9.77800005047232,0.00577612596659965
2023-01,-12.1,Bulgaria,46.7889169,23.6184909,10.1157241659452,-0.0273211401208286
2023-02,-8,Bulgaria,46.7889169,23.6184909,11.2379068551665,-0.0476084799661972
2023-03,-9.1,Bulgaria,46.7889169,23.6184909,12.7947259050913,-0.0566664445573871
2023-04,-7.3,Bulgaria,46.7889169,23.6184909,14.5634574344842,-0.05786700176799
2023-05,-6,Bulgaria,46.7889169,23.6184909,16.1900891096333,-0.0451171957274247
2023-06,-8.1,Bulgaria,46.7889169,23.6184909,17.0955348501645,-0.00910006180217112
2023-07,-2.6,Bulgaria,46.7889169,23.6184909,16.7082219274639,0.0336552931119122
2023-08,-5,Bulgaria,46.7889169,23.6184909,15.2751900016446,0.0552947963614906
2023-09,-6.3,Bulgaria,46.7889169,23.6184909,13.516025472863,0.0581617526147069
2020-01,-2,Czechia,49.7439047,15.3381061,9.83921035470332,-0.0306613701520828
2020-02,0,Czechia,49.7439047,15.3381061,11.1211226644002,-0.0532335996984062
2020-03,-0.9,Czechia,49.7439047,15.3381061,12.8865865176843,-0.0631480659159468
2020-04,2.9,Czechia,49.7439047,15.3381061,14.8602591319063,-0.0648017864694708
2020-05,-1.3,Czechia,49.7439047,15.3381061,16.6916567626821,-0.0510435643050006
2020-06,3.9,Czechia,49.7439047,15.3381061,17.703374151225,-0.00895974299511051
2020-07,4.1,Czechia,49.7439047,15.3381061,17.2000159347803,0.0404244501654086
2020-08,6.9,Czechia,49.7439047,15.3381061,15.534355314825,0.0628270701178453
2020-09,11.4,Czechia,49.7439047,15.3381061,13.5608334907741,0.0646277836123369
2020-10,52.8,Czechia,49.7439047,15.3381061,11.6790860441151,0.0571920486309546
2020-11,75.8,Czechia,49.7439047,15.3381061,10.1689402787197,0.0387142853649593
2020-12,44.9,Czechia,49.7439047,15.3381061,9.45259686359325,0.00529058319340603
2021-01,54.6,Czechia,49.7439047,15.3381061,9.83921035470332,-0.0306613701520828
2021-02,41.1,Czechia,49.7439047,15.3381061,11.0934349523471,-0.0530150224268248
2021-03,62.1,Czechia,49.7439047,15.3381061,12.8236340869029,-0.0629524307813363
2021-04,31.1,Czechia,49.7439047,15.3381061,14.7953447719857,-0.0649143599205676
2021-05,7.4,Czechia,49.7439047,15.3381061,16.6397502057147,-0.0519065569674384
2021-06,1.2,Czechia,49.7439047,15.3381061,17.6926545391774,-0.0107196120476127
2021-07,0,Czechia,49.7439047,15.3381061,17.2391882969892,0.0391723622088781
2021-08,-0.6,Czechia,49.7439047,15.3381061,15.5968788163057,0.0625235014807029
2021-09,4.8,Czechia,49.7439047,15.3381061,13.6255704232606,0.064736932486547
2021-10,8.8,Czechia,49.7439047,15.3381061,11.7366616572527,0.0575756131375575
2021-11,43.4,Czechia,49.7439047,15.3381061,10.2085060433606,0.0395657646409103
2021-12,40.9,Czechia,49.7439047,15.3381061,9.45952854406292,0.00650510158876233
2022-01,5.3,Czechia,49.7439047,15.3381061,9.83921035470332,-0.0306613701520828
2022-02,6,Czechia,49.7439047,15.3381061,11.0934349523471,-0.0530150224268248
2022-03,3.2,Czechia,49.7439047,15.3381061,12.8236340869029,-0.0629524307813363
2022-04,11.3,Czechia,49.7439047,15.3381061,14.7953447719857,-0.0649143599205676
2022-05,4.1,Czechia,49.7439047,15.3381061,16.6397502057147,-0.0519065569674384
2022-06,2.4,Czechia,49.7439047,15.3381061,17.6926545391774,-0.0107196120476127
2022-07,5,Czechia,49.7439047,15.3381061,17.2391882969892,0.0391723622088781
